"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2022","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","370,980,000",""
"SURVEY","2022","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","125,331,000",""
"SURVEY","2022","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","47",""
"SURVEY","2021","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","335,872,000",""
"SURVEY","2021","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","126,744,000",""
"SURVEY","2021","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","47",""
"SURVEY","2020","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","309,947,000",""
"SURVEY","2020","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","147,594,000",""
"SURVEY","2020","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","54.5",""
"SURVEY","2019","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","312,275,000",""
"SURVEY","2019","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","156,922,000",""
"SURVEY","2019","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","55.8",""
"SURVEY","2018","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","340,358,000",""
"SURVEY","2018","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","154,008,000",""
"SURVEY","2018","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","54.5",""
"SURVEY","2017","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","327,855,000",""
"SURVEY","2017","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","149,025,000",""
"SURVEY","2017","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","55.5",""
"SURVEY","2016","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","343,962,000",""
"SURVEY","2016","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","162,246,000",""
"SURVEY","2016","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","58.4",""
"SURVEY","2015","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","325,946,000",""
"SURVEY","2015","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","156,705,000",""
"SURVEY","2015","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","58.9",""
"SURVEY","2014","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","386,933,000",""
"SURVEY","2014","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","178,310,000",""
"SURVEY","2014","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","65.1",""
"SURVEY","2013","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","320,037,000",""
"SURVEY","2013","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","149,550,000",""
"SURVEY","2013","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","56.6",""
"SURVEY","2012","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","283,454,000",""
"SURVEY","2012","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","142,296,000",""
"SURVEY","2012","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","56",""
"SURVEY","2011","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","261,850,000",""
"SURVEY","2011","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","148,357,000",""
"SURVEY","2011","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","59.6",""
"SURVEY","2010","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","285,692,000",""
"SURVEY","2010","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","176,462,000",""
"SURVEY","2010","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","65.6",""
"SURVEY","2009","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","215,671,000",""
"SURVEY","2009","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","146,416,000",""
"SURVEY","2009","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","58.6",""
"SURVEY","2008","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","232,744,000",""
"SURVEY","2008","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","163,789,000",""
"SURVEY","2008","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","69.9",""
"SURVEY","2007","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","159,763,000",""
"SURVEY","2007","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","148,341,000",""
"SURVEY","2007","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","60.7",""
"SURVEY","2006","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","155,685,000",""
"SURVEY","2006","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","154,910,000",""
"SURVEY","2006","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","64.7",""
"SURVEY","2005","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","160,994,000",""
"SURVEY","2005","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","174,614,000",""
"SURVEY","2005","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","72.5",""
"SURVEY","2004","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","199,641,000",""
"SURVEY","2004","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","183,494,000",""
"SURVEY","2004","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","71.8",""
"SURVEY","2003","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","252,051,000",""
"SURVEY","2003","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","181,724,000",""
"SURVEY","2003","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","69.9",""
"SURVEY","2002","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","228,338,000",""
"SURVEY","2002","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","171,718,000",""
"SURVEY","2002","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","67",""
"SURVEY","2001","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","132,989,000",""
"SURVEY","2001","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","186,051,000",""
"SURVEY","2001","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","73",""
"SURVEY","2000","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","132,865,000",""
"SURVEY","2000","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","220,286,000",""
"SURVEY","2000","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","84",""
"SURVEY","1999","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","125,004,000",""
"SURVEY","1999","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","203,068,000",""
"SURVEY","1999","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","77",""
"SURVEY","1998","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","147,468,000",""
"SURVEY","1998","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","220,527,000",""
"SURVEY","1998","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","84",""
"SURVEY","1997","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","147,795,000",""
"SURVEY","1997","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","196,536,000",""
"SURVEY","1997","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","74.7",""
"SURVEY","1996","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","177,166,000",""
"SURVEY","1996","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","199,511,000",""
"SURVEY","1996","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","77.3",""
"SURVEY","1995","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","144,585,000",""
"SURVEY","1995","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","211,073,000",""
"SURVEY","1995","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","79.5",""
"SURVEY","1994","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","115,203,000",""
"SURVEY","1994","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","218,187,000",""
"SURVEY","1994","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","78.4",""
"SURVEY","1993","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","124,280,000",""
"SURVEY","1993","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","230,575,000",""
"SURVEY","1993","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","80.2",""
"SURVEY","1992","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","121,922,000",""
"SURVEY","1992","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","221,676,000",""
"SURVEY","1992","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","72.8",""
"SURVEY","1991","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","122,830,000",""
"SURVEY","1991","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","220,917,000",""
"SURVEY","1991","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","68.8",""
"SURVEY","1990","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","106,688,000",""
"SURVEY","1990","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","198,674,000",""
"SURVEY","1990","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","61.7",""
"SURVEY","1989","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","89,956,000",""
"SURVEY","1989","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","180,634,000",""
"SURVEY","1989","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","51.2",""
"SURVEY","1988","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","111,379,000",""
"SURVEY","1988","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","222,757,000",""
"SURVEY","1988","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","66.1",""
"SURVEY","1987","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","118,424,000",""
"SURVEY","1987","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","235,436,000",""
"SURVEY","1987","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRODUCTION, MEASURED IN LB / COLONY","TOTAL","NOT SPECIFIED","71",""
